客先№,会社名,TEL,FAX,地区名,〒,住所
03082-02,ＮＯＫ株式会社　プラント営業部,03-3434-8414,,東京,105-8585,東京都港区芝大門　１－１２－１５
03082-03,ＮＯＫ㈱,024-546-0872,024-546-2126,福島,960-1193,福島県福島市永井川字続堀８番地
03082-04,ＮＯＫ㈱,0293-43-5043,0293-43-5791,茨城,319-1535,茨城県北茨城市華川町臼場１８７－１１
03083-00,㈱エクセル電子　久美浜工場,07728-4-0353,07728-4-0354,京都,629-3559,京都府京丹後市久美浜町谷　谷工業団地内
03084-00,㈱エービー,0248-53-2043,0248-53-2594,福島,969-0101,福島県西白河郡泉崎村大字泉崎字上狐山２－１
03084-01,㈱エービ－大和工場,046-260-2510,046-260-2521,神奈川,242-0001,神奈川県大和市下鶴間２－７－１９
03084-03,㈱エービー　本社,044-854-4311,044-854-4136,神奈川,216-0034,神奈川県川崎市宮前区梶ヶ谷１－３
03085-00,栄幸精密彫刻,0575-33-4093,,岐阜,501-3733,岐阜県美濃市亀野町３９６７－９
03087-00,神戸レザークロス株式会社,079-492-0219,079-492-5519,兵庫,675-1112,兵庫県加古郡稲美町六分一田尻７６０
03093-00,エムエス精機製作所,0558-72-5651,0558-72-6509,静岡,410-2402,静岡県伊豆市大野１５５９
03095-00,㈱エビヌマ,0277-46-2261,,群馬,376-0034,群馬県桐生市東６－６－４４
03096-00,エビス化成㈱,082-873-5599,082-873-6569,広島,731-0101,広島県広島市安佐南区八木町４３
03097-00,㈱エステム,0266-52-6310,0266-52-6318,長野,392-0012,長野県諏訪市四賀飯島２３３３番地
03098-01,ＳＭＣ㈱　釜石工場,0193-23-4411,0193-21-1000,岩手,026-0041,岩手県釜石市上中島町２－４－１
03098-02,ＳＭＣ㈱　草加工場,0489-36-2230,0489-36-2231,埼玉,340-8659,埼玉県草加市稲荷６－１９－１
03098-03,ＳＭＣ㈱　東部工場,0489-36-6825,,埼玉,340-0013,埼玉県草加市松江７４４
03098-04,ＳＭＣ㈱　第４工場,0489-35-6281,,埼玉,340-0003,埼玉県草加市稲荷２－３６－３３
03098-05,ＳＭＣ㈱,03-5207-8271,03-5298-5361,東京,101-0021,東京都千代田区外神田４－１４－１秋葉原ＵＤＸ　１５Ｆ
03098-06,ＳＭＣ株式会社　岡山事業所,086-245-3020,086-246-9043,岡山,700-0976,岡山県岡山市辰巳４１－１０８
03098-07,ＳＭＣ株式会社　松江駐在所,0852-59-9199,0852-59-9198,島根,690-0044,島根県松江市浜乃木２－４－３０　ベルビュー野津１階３号
03098-08,ＳＭＣ㈱JAPAN TECHNICAL CENTER,04-7130-9900,,千葉,277-0871,千葉県柏市若柴２２７番地１
03099-00,栄光デザイン＆クリエーション㈱,096-293-4301,096-293-1084,熊本,869-1235,熊本県菊池郡大津町大字室１６３１
03100-00,エースラゲージ㈱　赤平工場,0125-32-4245,0125-32-1722,北海道,079-1264,北海道赤平市茂尻旭町２丁目１３番地
03101-00,エルトップ,0238-88-4168,,山形,993-0041,山形県長井市九野本字谷地中４５３４－４
03103-00,エヌテーエヌ東洋ベアリング㈱桑名製作所,0594-21-3111,,三重,511-0811,三重県桑名市大字東方字土島２４５４
03104-00,エステープラスト㈱,0284-43-0238,,栃木,326-0068,栃木県足利市月谷町５０
03105-00,栄進プラスチック工業,0262-76-3112,,長野,387-0000,長野県千曲市上仲町１１７６－３
03106-00,遠初工業㈱,0256-63-9141,,新潟,959-1200,新潟県燕市燕３３９５－７５
03108-00,エビス株式会社,0743-56-0793,0743-58-3008,奈良,639-1038,奈良県大和郡山市西町３２１番地
03110-00,遠藤製作所,045-471-8385,,神奈川,222-0036,神奈川県横浜市港北区小机町２４５２
03111-01,㈱栄宏化産,0283-24-0404,0283-21-1680,栃木,327-0812,栃木県佐野市町谷字町谷道南９４－６
03112-00,エヌ・イー製作所,0265-25-5566,,長野,395-0154,長野県飯田市下殿岡５１－６
03113-00,ＮＩＸＸ㈱ 八王子工場,0426-91-2631,0426-91-3665,東京,192-0024,東京都八王子市宇津木町７９６－１
03114-00,㈱エポックケミカル,0480-97-0509,,埼玉,349-0203,埼玉県南埼玉郡白岡町大字下大崎１３６２
03115-00,蛯原工業㈱,0297-82-2138,0297-82-4937,茨城,300-1512,茨城県取手市藤代1184-5
03117-01,ＳＭＫ㈱　富山事業所,076-455-1212,076-455-1759,富山,939-2366,富山県富山市八尾町保内１－１
03118-00,㈱エスケー化成,0283-22-8827,0283-24-4719,栃木,327-0031,栃木県佐野市田島町１３５
03119-00,有限会社エム・ツー,0729-24-8018,0729-24-8068,大阪,581-0092,大阪府八尾市老原８丁目５１－１１０２号
03120-00,エイワ化成,052-441-5533,,愛知,490-1104,愛知県あま市西今宿梶村２５１
03122-00,㈱エステック,0258-46-7353,,新潟,940-2316,新潟県長岡市鳥越２２５５－２
03124-00,㈱エクセル化成,0265-36-2370,0265-36-2369,長野,399-3303,長野県下伊那郡松川町元大島７１７
03125-00,カワモト化成,0847-57-8755,0847-57-8755,広島,729-3107,広島県福山市新市町常２７０９－２
03127-00,エース商事㈱,0272-34-3620,,群馬,371-0047,群馬県前橋市関根町３－３－８
03128-00,江守商事㈱,052-522-2327,,愛知,451-0072,愛知県名古屋市西区笠取町２丁目７６
03128-01,江守商事㈱富山支店,0764-29-7100,0764-29-7102,富山,939-8221,富山県富山市八日町２４３－１８
03129-00,㈱エンドー,06-6747-7761,,大阪,578-0953,大阪府東大阪市本庄機工町　１０５Ｂ
03130-00,エイム,045-572-7530,,神奈川,230-0077,神奈川県横浜市鶴見区東寺尾３ー３ー３０
03131-00,㈱ジェイテクトコラムシステム,0495-21-1461,0495-24-4001,埼玉,367-0038,埼玉県本庄市いまい台２－７
03131-01,㈱ｼﾞｪｲﾃｸﾄｺﾗﾑｼｽﾃﾑﾊﾟﾜｰﾄﾚｲﾝ事業本部,0495-21-8285,0495-24-7560,埼玉,367-0038,埼玉県本庄市いまい台２－１０２　第２工場
03131-03,㈱ｼﾞｪｲﾃｸﾄｺﾗﾑｼｽﾃﾑ本社･ﾃｸﾆｶﾙｾﾝﾀｰ,053-575-2864,053-575-2805,静岡,431-0431,静岡県湖西市鷲津２０２８
03132-00,栄光産業㈱,045-931-4678,,神奈川,226-0000,神奈川県横浜市緑区川和町３５２
03133-00,栄和産業,0270-65-5773,0270-65-1168,群馬,370-1124,群馬県佐波郡玉村町角渕４６９２
03134-00,エムケー精工㈱,0262-72-0551,,長野,387-0001,長野県千曲市雨宮１８２５
03137-00,㈱海老澤製作所,0296-57-4333,0296-57-6936,茨城,309-1106,茨城県筑西市新治１９７０－１９
03138-00,ニイガタ産機㈱東京支店,03-3234-3891,03-3234-3863,東京,102-0073,東京都千代田区九段北１－２－８　ニイガタ九段ビル４階
03138-01,㈱ニイガタマシンテクノ,025-274-5130,025-272-0291,新潟,950-0821,新潟県新潟市東区岡山１３００
03138-02,ニイガタ産機㈱　山梨営業所,0552-74-1451,0552-74-1452,山梨,409-3841,山梨県中央市布施４２８－５
03138-03,ニイガタ・マシンサービス東北ｻ-ﾋﾞｽｾﾝﾀｰ,022-722-2032,022-722-2034,宮城,980-0014,宮城県仙台市青葉区錦町１丁目１０－７関ビル２階
03138-04,ニイガタ産機㈱　神奈川営業所,045-545-2491,045-545-2491,神奈川,222-0001,神奈川県横浜市港北区樽町３－６－１８
03139-00,英進化学工業,06-6972-0997,06-6972-1267,大阪,537-0023,大阪府大阪市東成区玉津１－１１－１８
03142-00,Ａ・Ｂデンソー㈱　名古屋支店,052-571-5425,,愛知,450-8560,愛知県名古屋市中村区名駅４－８－１０
03144-00,エイシン工業,042-761-3657,,神奈川,229-1134,神奈川県相模原市下九沢１２９１ー３
03145-00,㈱エフピコ,0849-53-7682,0849-53-7683,広島,721-8607,広島県福山市曙町３－２６－１７
03150-00,ＮＫ化成,053-422-3221,,静岡,435-0052,静岡県浜松市中央区天王町２４６－１
03152-00,栄和ライト,052-481-0414,,愛知,453-0022,愛知県名古屋市中村区中島町１－８
03154-00,エヌエスケー・アタゴ　甲府営業所,0552-22-0711,0552-24-5229,山梨,400-0047,山梨県甲府市徳行４－１０－６
03155-00,㈱アイカ　長浜工場,0893-52-3388,0893-52-3277,愛媛,799-3412,愛媛県大洲市長浜町晴海３－４－２
03155-01,㈱アイカ　松山事務所,089-913-8822,089-913-8825,愛媛,790-0014,愛媛県松山市柳井町１丁目１５－４
03157-00,江角工作所,0853-72-6827,0853-72-6827,島根,699-0611,島根県簸川郡斐川町大字阿宮２５０
03159-00,ミネベアコネクト㈱　仙台工場,022-356-2561,022-356-4255,宮城,981-0113,宮城県宮城郡利府町飯土井字長者前８２
03159-01,住鉱テック株式会社　御殿場工場,0550-89-3636,0550-89-3649,静岡,412-0047,静岡県御殿場市神場６４６－１
03159-02,ミネベアコネクト㈱　能代工場,0185-58-3500,0185-58-3770,秋田,016-0122,秋田県能代市扇田字扇渕１２－６
03162-02,フェデポリマーブル株式会社,0567-94-5300,0567-94-5301,愛知,497-0052,愛知県海部郡蟹江町西之森五丁目１３番地
03163-00,江戸川樹脂工業所,03-3651-6925,,東京,132-0033,東京都江戸川区東小松川４－４６－１
03164-00,エスティーモールド,0283-23-8733,,栃木,327-0003,栃木県佐野市大橋町３２０２－１６
03166-00,㈱ニシキ　食品容器事業部,0942-83-0078,0942-81-1100,佐賀,841-0048,佐賀県鳥栖市藤木町若桜８－６
03166-10,㈱ニシキ　東北工場,0197-68-2400,0197-71-1001,岩手,024-0004,岩手県北上市村崎野１３地割２５―１４
03168-00,江藤商事,093-471-1771,093-471-1794,福岡,800-0244,福岡県北九州市小倉南区上貫１－３５
03169-00,永光産業,0284-61-1292,0284-61-1692,栃木,326-0101,栃木県足利市松田町６００
03170-00,エスティ　エンジニアリング,0552-22-6304,0552-63-8044,山梨,400-0811,山梨県甲府市川田町５４４－１
03172-00,海老沢化工,0296-57-2446,,茨城,309-1107,茨城県筑西市門井９７
03173-00,NTTﾌｨｰﾙﾄﾞｼｽﾃﾑｽﾞ研究開発ｾﾝﾀｰ,0292-87-7380,,茨城,319-1193,茨城県那珂郡東海村白方白根１６２
03175-00,㈱エースマシナリ,0268-22-1411,0268-23-4892,長野,386-0005,長野県上田市古里８２－３
03176-00,エース産業株式会社,0566-25-1441,,愛知,448-0021,愛知県刈谷市八軒町１丁目８番地
03178-00,エム・オー・エアー原木貨物センター,0473-28-3131,,千葉,272-0004,千葉県市川市原木２５２６－３２
03179-00,㈱エイト,0268-38-6411,0268-38-9011,長野,386-1322,長野県上田市小島６４４
03180-00,エルバ工業,0564-28-0257,,愛知,444-0007,愛知県岡崎市大平町字森下３０
03181-00,㈱エンプラス精機,0289-76-5315,0289-76-2069,栃木,322-0026,栃木県鹿沼市茂呂８２７－３
03182-00,エドガワ製販㈱,0256-53-2815,,新潟,959-1361,新潟県加茂市下条甲２３１－３
03183-00,ミジェック,05338-7-2708,05338-7-2708,愛知,441-0202,愛知県豊川市赤坂町御園８２－１
03184-00,エッチングプラント㈱,0489-98-0021,,埼玉,340-0811,埼玉県八潮市大字二丁目３４２－１
03185-00,株式会社エヌ・エンジニアリング（本社）,0729-58-0810,,大阪,583-0842,大阪府羽曳野市飛鳥１１８２
03185-01,㈱エヌ・エンジニアリング　（工場）,0729-56-0239,0729-56-1361,大阪,583-0842,大阪府羽曳野市飛鳥９５４－１１
03186-00,ＥＰＥ福島㈱　喜多方工場（閉鎖）,0241-24-3511,0241-23-2548,福島,966-0902,福島県喜多方市松山町村松字上川原３４４１－１
03190-00,ＳＩ成工,0273-88-3698,,群馬,370-2139,群馬県多野郡吉井町上奥平１７５１
03191-00,美沢化成,053-584-0511,053-584-0512,静岡,434-0026,静岡県浜松市浜名区東美薗１６－１２
03192-00,エム・ケイプ,048-445-5525,049-229-6010,埼玉,335-0021,埼玉県戸田市新曽９０８番地
03194-00,エイピーメカニクス,0422-34-7189,0422-34-0956,東京,181-0011,東京都三鷹市井口１－２１－４７
03197-00,㈱ＦＤＫエンジニアリング,053-576-1415,,静岡,431-0431,静岡県湖西市鷲津６１４
03198-00,㈱ＦＤＫエンジニアリング,053-577-3979,,静岡,431-0441,静岡県湖西市吉美字筒川３２９４－６９
03200-00,㈱エイム,0285-49-3611,0285-49-3600,栃木,323-0158,栃木県小山市梁２３３３東部工業団地内
03202-00,㈱ＦＤＫエンジニアリング,053-522-3781,,静岡,431-1302,静岡県浜松市浜名区細江町広岡２８１（㈱ＦＤＫメカトロニクス内）
03205-00,エヌ・エープラスチック,0238-28-2380,,山形,992-0117,山形県米沢市字川井６１５
03207-00,株式会社エス・ケイ・カンパニー　,06-6262-1357,06-6261-1015,大阪,542-0081,大阪府大阪市中央区南船場２－６－２８ユタカビル４階
03207-01,㈱エス・ケイ・カンパニー　大阪営業所,0725-53-3003,0725-53-2010,大阪,594-1144,大阪府和泉市テクノステージ３－５－７
03207-02,㈱エス・ケイ・カンパニー　東京営業所,03-6425-2500,03-6425-2501,東京,145-0064,東京都大田区上池台１－１４－１明伸ビル３Ｆ
03207-03,㈱エス・ケイ・カンパニー　新潟出張所,0258-66-1105,0258-66-1105,新潟,954-0104,新潟県見附市坂井町２３３９
03208-00,遠藤樹脂,0766-67-3280,,富山,932-0811,富山県小矢部市水牧３４４
03210-00,㈱エーティエス,0280-92-7877,0280-92-7876,茨城,306-0212,茨城県古河市久能７１３
03213-00,ＮＫマシンビジネスセンター,0423-22-2889,0423-22-3855,東京,191-0042,東京都日野市程久保６８５－２８
03218-00,㈱エヌテック,0474-97-1200,,千葉,270-1407,千葉県白井市名内３６２　白井第二工業団地
03219-00,ＭＨＩ工作機械エンシ゛ニアリンク゛,0775-52-4831,,滋賀,520-3017,滋賀県栗東市六地蔵１３０番地
03220-00,ＭＨＩ工作機械エンジニアリング（株）,077-552-4831,077-552-4878,滋賀,520-3080,滋賀県栗東市六地蔵１３０番地（三菱重工京都精機製作所栗東工場内）
03225-00,株式会社　ＳＣＣ,03-3319-6613,,,164-8505,東京都中野区中野５ー６２ー１　ＥＤＣビル
03226-00,ＮＥＣレーザ・オートメーション㈱,0427-84-7518,,神奈川,220-0204,神奈川県相模原市津久井町長竹２４０
03228-00,江川化成,0581-55-3181,,岐阜,501-2321,岐阜県山県市美山町谷合３０５０
03229-00,ＮＥＣNECﾚｰｻﾞ･ｵｰﾄﾒｰｼｮﾝ㈱,0427-84-7517,,神奈川,220-0204,神奈川県相模原市津久井町長竹２４０番地
03230-00,ＮＥＣ富山㈱,0765-74-2831,,富山,939-0600,富山県下新川郡入善町入善５６０
03232-00,エム・アイ・エス・カンパニー,0745-79-7477,0745-79-7426,奈良,639-0242,奈良県香芝市北今市１－２８
03233-00,エフピーモールディング,0867-72-5852,0867-72-5853,岡山,718-0013,岡山県新見市正田２９４－１
03234-00,遠州成興,053-426-1636,053-426-5144,静岡,435-0024,静岡県浜松市中央区大塚町７４５－４
03235-01,エンプラホソノ,0574-28-9560,0574-28-9560,岐阜,509-0206,岐阜県可児市土田字大道１０７５
03236-00,МＫプラスチック,06-6736-0923,06-6736-0924,大阪,577-0833,大阪府東大阪市柏田東町３－３８
03237-00,ヱーヤキカイ㈱　本社,052-331-7281,052-321-4724,愛知,460-0013,愛知県名古屋市中区上前津一丁目７番１７号
03240-00,エヌイーシール㈱　久米南工場,0867-28-2200,0867-28-3305,岡山,709-3612,岡山県久米郡久米南町上弓削東ヶ丘１３１７－２
