客先№,客先名,機種名,機種名称,機械№,ＢＯＸ名,客先住所,郵便番号,電話番号
30962-00,大同メタル工業㈱　岐阜工場,取出機　　　　　　　　　　　　　　　　,T-500IIA,T05-0262,STEC-101,岐阜県郡上市美並町大原,501-4107,0575-79-2221
50066-00,長谷部勉,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0167,STEC-001,岐阜県郡上郡美並村大字上田２３４－１,501-4101,057579-2076
50066-00,長谷部勉,リクライニングコンベア　　　　　　　　,RC2000-4,,RC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県郡上郡美並村大字上田２３４－１,501-4101,057579-2076
60031-00,パナソニックエコシステムズ㈱,コア自動供給及び取出装置　　　　　　　,ｿｳﾁ,,,愛知県春日井市鷹来町字下仲田４０１７番,486-8522,0568-84-9194
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
84010-00,ローランド㈱,白鍵，黒鍵　組み合せシステム　　　　　,ｿｳﾁ,,,静岡県浜松市浜名区細江町中川２０３６－１,431-1304,053-523-3135
41111-00,丹羽コルク興業㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0199,STEC-001,愛知県春日井市牛山町２－３２５４,486-0901,0568-33-5232
41111-00,丹羽コルク興業㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0204,STEC-001,愛知県春日井市牛山町２－３２５４,486-0901,0568-33-5232
34299-00,（有）エーシン工業,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0210,STEC-001,愛知県豊田市永覚町須池３０番地,470-1205,0565-21-0252
30362-00,大朝理化学巧業㈱,取出機　　　　　　　　　　　　　　　　,T-700IIA,T07-2941,STEC-201H,岐阜県可児郡御嵩町伏見１８５８,505-0125,0574-67-2181
14009-00,コダマ樹脂工業㈱　本社,取出機　　　　　　　　　　　　　　　　,TWS-700M,T07M-0063,STEC-MX,岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,取出機　　　　　　　　　　　　　　　　,TWS-700M,T07M-0064,STEC-MX,岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,プールコンベア　　　　　　　　　　　　,PC5000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,プールコンベア　　　　　　　　　　　　,PC5000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,取出機　　　　　　　　　　　　　　　　,TWS-700M,T07M-0061,STEC-MX,岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,取出機　　　　　　　　　　　　　　　　,TWS-700M,T07M-0062,STEC-MX,岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,プールコンベア　　　　　　　　　　　　,PC5000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
14009-00,コダマ樹脂工業㈱　本社,プールコンベア　　　　　　　　　　　　,PC5000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県安八郡神戸町末守３７７－１,503-2393,0584-27-4141
00103-00,㈱青山製作所,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0195,STEC-001,愛知県丹羽郡大口町高橋一丁目８番地,480-0198,0587-95-1151
10173-00,㈱川辺製作所,ライトコンベア　　　　　　　　　　　　,LC3000-4,,PC-COU (ﾋｮｳｼﾞｭﾝ),長野県下伊那郡松川町元大島２９３０－３,399-3303,0265-36-3500
31026-00,中部産業,取出機　　　　　　　　　　　　　　　　,TS-800IIA,T08-2972,STEC-201H,愛知県豊川市市田町下新屋５０,442-0862,0533-89-0108
21279-00,塩谷硝子㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0255,STEC-001,愛知県春日井市六軒屋町字北馬喰３０,486-0842,0568-81-6217
31069-00,㈱中央製作所,取出機　　　　　　　　　　　　　　　　,T-1200M,T12M-0095,STEC-MX,愛知県安城市福釜町矢場１９番地,446-0052,0566-76-5392
11219-00,共和化工㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0217,STEC-001,愛知県西尾市平坂町奥辰１８－１,444-0305,0563-59-8111
11219-00,共和化工㈱,プールコンベア　　　　　　　　　　　　,PC3000-3,,PC-COU (ﾋｮｳｼﾞｭﾝ),愛知県西尾市平坂町奥辰１８－１,444-0305,0563-59-8111
20012-00,三輝工業㈱,取出機　　　　　　　　　　　　　　　　,T-1200IIA,T12-2351,STEC-201H,愛知県知多郡東浦町緒川宮戸４８,470-2102,0562-83-4187
41207-00,日本工芸㈱,取出機　　　　　　　　　　　　　　　　,TS-900IIA,T09-2446,STEC-201H,岐阜県関市西田原字大河原４１５,501-3928,05752-2-0328
41207-00,日本工芸㈱,取出機　　　　　　　　　　　　　　　　,T-1200IIA,T12-2342,STEC-201H,岐阜県関市西田原字大河原４１５,501-3928,05752-2-0328
00538-00,暁化成㈱,リクライニングコンベア　　　　　　　　,RC2000-3,,RC-COU (ﾋｮｳｼﾞｭﾝ),岐阜県大垣市林町７丁目３２１,503-0015,0584-78-2136
34013-00,東海電化工業㈱　三重工場　亀山事業所,取出機　　　　　　　　　　　　　　　　,TS-800IIA,T08-2973,STEC-201H,三重県亀山市関町木崎１６８５－１,519-1107,0595-96-1133
10008-00,海南精密㈱,取出機　　　　　　　　　　　　　　　　,TW-1500IIA,T15-2228,STEC-201H,愛知県海部郡飛島村大字服岡７－５３,490-1431,0567-52-1789
41003-01,日進工業㈱　本社,取出機　　　　　　　　　　　　　　　　,T-500IIA,T05-0258,STEC-101,愛知県碧南市港本町４－３９,447-0844,0566-42-1111
11032-00,㈱協立化成,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0232,STEC-001,愛知県あま市七宝町桂東宮前６６１,497-0004,052-444-3453
11032-00,㈱協立化成,リクライニングコンベア　　　　　　　　,RC2500-4,,RC-COU (ﾋｮｳｼﾞｭﾝ),愛知県あま市七宝町桂東宮前６６１,497-0004,052-444-3453
41305-00,新美化学,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0211,STEC-001,愛知県知多郡東浦町大字藤江字高ツブラ９３－１,470-2105,0562-84-1531
20024-01,サカック㈱　大門工場,取出機　　　　　　　　　　　　　　　　,TWS-1500IIA,T15-2206,STEC-201H,愛知県岡崎市大門５－１－５,444-2135,0564-22-5455
30963-00,高木金属工業㈱　本社,取出機　　　　　　　　　　　　　　　　,T-900(ﾄｸ),T09-2517,,愛知県名古屋市昭和区福江２丁目７－１２,466-0059,052-871-9511
30963-00,高木金属工業㈱　本社,取出機　　　　　　　　　　　　　　　　,T-900(ﾄｸ),T09-2516,,愛知県名古屋市昭和区福江２丁目７－１２,466-0059,052-871-9511
03029-00,江崎プラスチック工業㈱,取出機　　　　　　　　　　　　　　　　,T-600IIA,T06-2251,STEC-201H,岐阜県山県市出戸１４９－１,501-2254,0581-53-2161
63004-00,明光化成工業㈱　明智工場,取出機　　　　　　　　　　　　　　　　,TS-700M,T07M-0058,STEC-MIII,岐阜県恵那市明智町大久手１００１－２２８,509-7731,0573-54-2626
20016-00,サカエ理研工業㈱　津島工場,取出機　　　　　　　　　　　　　　　　,TW-2000M,T20M-0023,STEC-MX,愛知県津島市椿市町宇治道８１,496-0021,0567-24-2618
63004-00,明光化成工業㈱　明智工場,取出機　　　　　　　　　　　　　　　　,TS-1200M,T12M-0112,STEC-MIII,岐阜県恵那市明智町大久手１００１－２２８,509-7731,0573-54-2626
63004-00,明光化成工業㈱　明智工場,取出機　　　　　　　　　　　　　　　　,TWS-900M,T09M-0059,STEC-MIII,岐阜県恵那市明智町大久手１００１－２２８,509-7731,0573-54-2626
21280-00,時盛舎,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0229,STEC-001,愛知県尾張旭市大塚町２－２－３,488-0826,052-776-3910
21280-00,時盛舎,リクライニングコンベア　　　　　　　　,RC1500-3,,RC-COU (ﾋｮｳｼﾞｭﾝ),愛知県尾張旭市大塚町２－２－３,488-0826,052-776-3910
61030-00,美濃プラスチック㈱,取出機　　　　　　　　　　　　　　　　,TWS-1500IIA,T15-2231,STEC-201H,滋賀県彦根市鳥居本町大畑３２６,522-0004,07492-3-2530
61030-00,美濃プラスチック㈱,取出機　　　　　　　　　　　　　　　　,TWS-1500IIA,T15-2227,STEC-201H,滋賀県彦根市鳥居本町大畑３２６,522-0004,07492-3-2530
61030-00,美濃プラスチック㈱,取出機　　　　　　　　　　　　　　　　,TS-1200IIA,T12-2356,STEC-201H,滋賀県彦根市鳥居本町大畑３２６,522-0004,07492-3-2530
90012-01,若宮工業㈱　宮口工場,取出機　　　　　　　　　　　　　　　　,TWS-900M,T09M-0060,STEC-MIII,愛知県豊田市宮口町３－７５,471-0042,0565-34-2371
30153-00,大和合成㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0234,STEC-001,愛知県安城市榎前町井杭山１１６,444-1215,0566-92-0013
30153-00,大和合成㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0235,STEC-001,愛知県安城市榎前町井杭山１１６,444-1215,0566-92-0013
30153-00,大和合成㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0236,STEC-001,愛知県安城市榎前町井杭山１１６,444-1215,0566-92-0013
54039-00,宝城プラスチック,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0207,STEC-001,静岡県浜松市中央区大島町８３８－１,431-3112,053-434-3413
31069-00,㈱中央製作所,プールコンベア　　　　　　　　　　　　,PC4000-6,,PC-COU (ﾋｮｳｼﾞｭﾝ),愛知県安城市福釜町矢場１９番地,446-0052,0566-76-5392
60100-00,アバンステクノ㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0248,STEC-001,岐阜県瑞穂市穂積町大字宝江４７７,501-0233,058-327-3297
40004-00,㈱中富,取出機　　　　　　　　　　　　　　　　,TW-800IIA,T08-3024,STEC-201H,愛知県知多郡南知多町大字豊浜字中ノ坪３２,470-3412,0569-65-0392
34018-00,東洋理工㈱,取出機　　　　　　　　　　　　　　　　,TWS-1200IIB,T12-2366,STEC-201H,愛知県安城市藤井町南山１７８,444-1193,0566-99-1661
51113-00,日栄化成,取出機　　　　　　　　　　　　　　　　,TS-900IIA,T09-2476,STEC-201H,岐阜県岐阜市次木６８１,501-6132,058-279-0245
01090-01,イトモル㈱　穂ノ原工場,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0233,STEC-001,愛知県豊川市穂ノ原３丁目１４－１７,442-0061,0533-85-2939
10068-00,㈱カサイ製作所　一宮工場,取出機　　　　　　　　　　　　　　　　,RSL-400,RSL4-0126,STEC-001,愛知県一宮市丹陽町外崎４４８,491-0821,0586-77-5661
10068-00,㈱カサイ製作所　一宮工場,取出機　　　　　　　　　　　　　　　　,RSL-400,RSL4-0127,STEC-001,愛知県一宮市丹陽町外崎４４８,491-0821,0586-77-5661
10068-00,㈱カサイ製作所　一宮工場,取出機　　　　　　　　　　　　　　　　,RSL-400,RSL4-0128,STEC-001,愛知県一宮市丹陽町外崎４４８,491-0821,0586-77-5661
02044-00,内田化成,取出機　　　　　　　　　　　　　　　　,TWS-700IIA,T07-3027,STEC-201H,愛知県知多郡南知多町大字内海字南浜田５３－７,470-3321,0569-62-1085
54045-01,ベルモテック,取出機　　　　　　　　　　　　　　　　,TS-700IIA,T07-2579,STEC-201H,愛知県幡豆郡吉良町大字宮追字向１４２－４,444-0500,0563-35-3268
54045-01,ベルモテック,プールコンベア　　　　　　　　　　　　,PC4000-4,,PC-COU (ﾋｮｳｼﾞｭﾝ),愛知県幡豆郡吉良町大字宮追字向１４２－４,444-0500,0563-35-3268
54045-01,ベルモテック,プールコンベア　　　　　　　　　　　　,PC4000-4,,PC-COU (ﾋｮｳｼﾞｭﾝ),愛知県幡豆郡吉良町大字宮追字向１４２－４,444-0500,0563-35-3268
00128-00,旭精機工業㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0253,STEC-001,愛知県尾張旭市旭前新田洞５０５０の１,488-0000,05615-3-3111
11012-00,岐北プラスチック工業㈱,取出機　　　　　　　　　　　　　　　　,TS-900IIA,T09-2478,STEC-201H,岐阜県瑞穂市別府花塚２４４５,501-0222,058-329-3511
34031-01,東新ゴム化学㈱　作手村工場,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0231,STEC-001,愛知県新城市作手黒瀬字向山５－１２,441-1421,05363-8-1216
34031-01,東新ゴム化学㈱　作手村工場,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0198,STEC-001,愛知県新城市作手黒瀬字向山５－１２,441-1421,05363-8-1216
31058-00,中部帯革工業㈱,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0197,STEC-001,愛知県名古屋市緑区鳴海町字天白５１,458-0801,052-892-3004
51028-00,日多加産業㈱,プールコンベア　　　　　　　　　　　　,PC3000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),愛知県大府市横根町新江１５－１４（大府新江工業団地内）,474-0011,0562-46-1911
90015-00,㈱カテックス　愛西工場,取出機　　　　　　　　　　　　　　　　,RSL-500,RSL5-0180,STEC-001,愛知県愛西市千引町北浦１３番地,496-8003,0567-28-2311
61122-00,㈱みやま,取出機　　　　　　　　　　　　　　　　,TS-1200IIA,T12-2357,STEC-201H,長野県茅野市ちの１７６番地５,391-0001,0266-72-3178
61122-00,㈱みやま,取出機　　　　　　　　　　　　　　　　,TS-1200IIA,T12-2358,STEC-201H,長野県茅野市ちの１７６番地５,391-0001,0266-72-3178
61122-00,㈱みやま,プールコンベア　　　　　　　　　　　　,PC5000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),長野県茅野市ちの１７６番地５,391-0001,0266-72-3178
61122-00,㈱みやま,プールコンベア　　　　　　　　　　　　,PC7000-5,,PC-COU (ﾋｮｳｼﾞｭﾝ),長野県茅野市ちの１７６番地５,391-0001,0266-72-3178
01079-00,犬山ゴム工業㈱,取出機　　　　　　　　　　　　　　　　,TS-700IIA,T07-2997,STEC-201H,愛知県犬山市大字塔野地北２丁目１８,484-0094,0568-61-1873
11007-00,㈱共栄プラネット,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0245,STEC-001,愛知県名古屋市緑区鳴海町字山下１０－１,458-0801,052-892-2311
61082-00,水野化成工業所,取出機　　　　　　　　　　　　　　　　,RSL-400,RSL4-0130,STEC-001,愛知県瀬戸市山手町３０,489-0989,0561-82-7978
34175-00,豊田化学㈱,取出機　　　　　　　　　　　　　　　　,RSL-600,RSL6-0227,STEC-001,三重県津市白塚町１７９３,514-0101,059-232-3525
